feature,mean_abs_shap
rf_roll7_sum,0.5389979326698484
cos_doy,0.4635177870801774
days_since_rain,0.38042058918568555
tmin_1deg_lag1,0.2851741074000358
diurnal_range_1deg,0.27738854146237385
sin_doy,0.19714798079295473
neighbor_mean_lag1,0.14203197689515104
tmax_1deg_roll7,0.13900867551144178
tmax_1deg_lag1,0.04359793294099473
rf_lag_2,0.03689158435003124
neighbor_max_lag1,0.0046870175296288156
rf_lag_1,0.00018852670654481092
