feature,mean_abs_shap
rf_roll7_sum,0.5413667504027977
diurnal_range_1deg,0.4481673306987925
days_since_rain,0.3902422102828078
cos_doy,0.38404738025855534
tmin_1deg_lag1,0.24657603480376677
neighbor_mean_lag1,0.14022428859604635
sin_doy,0.13738934661024943
tmax_1deg_roll7,0.10235610395429472
tmax_1deg_lag1,0.08677701933441581
neighbor_max_lag1,0.07372573469905135
rf_lag_2,0.004640221391501514
rf_lag_1,0.0011368800045164947
