threshold,pr_auc,precision,recall,f1
0.0,0.8005953677381774,0.7581541436800372,0.6529002168163732,0.7016016089058211
0.1,0.8005971375594993,0.7577925056613329,0.6524156261280527,0.7011669567227008
1.0,0.7319406794752151,0.7235075585044205,0.5529619837641597,0.6268417092161054
